Page ascore,Source title,Source url,Target url,Anchor,External links,Internal links,Nofollow,Sponsored,Ugc,Text,Frame,Form,Image,Sitewide,First seen,Last seen,New link,Lost link
50,Mairie de Sainte Marie la Blanche | Sainte-Marie-la-Blanche Mairie,https://www.mairie-sainte-marie-la-blanche.fr/,https://beaunecoteetsud.geosphere.fr/guichet-unique,Déposer une demande d'Urbanisme en ligne,9,38,false,false,false,false,false,false,true,false,2024-11-29,2025-07-25,false,false
50,Saint Julien en Born - Site officiel de la Commune de Saint-Julien en Born,https://www.saint-julien-en-born.fr/,https://cln.geosphere.fr/intrageo/carte.php?client=1&cps=1357613.2223003%2C3196561.8693102%2C100000&login=publigis71&map=Carte0_IA&password=79d61931e6021292071556851eed82c9d6f0f3ab38722d83ac1e0bf48d7329a9&visibilite=Publigis%20-%20Orthophoto%20et%20PLU,La cartographie,22,195,false,false,false,true,false,false,false,false,2025-07-02,2025-07-08,false,false
50,Vielle-Saint-Girons - Site officiel de la Commune de Vielle Saint Girons,https://www.viellesaintgirons.fr/,https://cln.geosphere.fr/intrageo/carte.php?client=1&cps=1357613.2223003%2C3196561.8693102%2C100000&login=publigis71&map=Carte0_IA&password=79d61931e6021292071556851eed82c9d6f0f3ab38722d83ac1e0bf48d7329a9&visibilite=Publigis%20-%20Orthophoto%20et%20PLU,La cartographie,22,167,false,false,false,true,false,false,false,true,2023-12-23,2025-08-03,false,false
50,Annuaire des services | Ville de Bormes les Mimosas,https://www.ville-bormes.fr/fr/votre-mairie/les-services,https://bormeslesmimosas.geosphere.fr/guichet-unique,Cliquez,41,158,false,false,false,false,false,false,true,false,2024-12-17,2025-04-06,false,false
50,Annuaire des services | Ville de Bormes les Mimosas,https://www.ville-bormes.fr/fr/votre-mairie/les-services,https://bormeslesmimosas.geosphere.fr/intrageo/carte.php?cps=973483.545%2C6234541.47%2C50000&fondplan=annulerFondDePlan&login=publigis&map=Carte7_IA&password=8c6976e5b5410415bde908bd4dee15dfb167a9c873fc4bb8a81f6f2ab448a918&visibilite=Cadastre_Bormes,Cliquez,41,158,false,false,false,false,false,false,true,false,2025-02-01,2025-04-06,false,false
49,Mairie de Mory,https://commune-mory.fr/,https://sudartois.geosphere.fr/guichet-unique/Login/Particulier,Dépôt de dossier d'urbanisme : Guichet Unique,18,5,false,false,false,true,false,false,false,false,2025-03-29,2025-05-08,false,true
49,Page d'accueil | L'intermade,https://lintermade.fr/,https://cc-2caps.geosphere.fr/guichet-unique,Autorisation des sols,13,96,false,false,false,true,false,false,false,false,2025-01-18,2025-02-01,false,true
49,Castets - Site officiel de la Commune de Castets,https://www.castets.fr/,https://cln.geosphere.fr/intrageo/carte.php?client=1&cps=1357613.2223003%2C3196561.8693102%2C100000&login=publigis71&map=Carte0_IA&password=79d61931e6021292071556851eed82c9d6f0f3ab38722d83ac1e0bf48d7329a9&visibilite=Publigis%20-%20Orthophoto%20et%20PLU,La cartographie,25,174,false,false,false,true,false,false,false,true,2023-01-06,2025-07-25,false,false
49,Site de la Mairie de Chorey les Beaune | Commune de Chorey les Beaune,https://www.chorey-les-beaune.fr/,https://beaunecoteetsud.geosphere.fr/guichet-unique,Instruction Urbanisme -Dépôt guichet unique,23,65,false,false,false,false,false,false,true,false,2024-12-18,2025-07-17,false,false
49,Ville de La Barre de Monts Fromentine,https://www.labarredemonts-fromentine.fr/,https://ccomm.geosphere.fr/guichet-unique/Login/Particulier,Déclarations d'Urbanisme,23,164,false,false,false,false,false,false,true,false,2024-12-26,2025-08-03,false,false
